"# Backoff Power Limit Table (unit is 1 dBm, resolution level is ?0.5 dBm)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# 2.4G Channel,CCK,,,,OFDM,,,,,,,BW20 (HT/VHT),,,,,,,,,,,,,,,,,,,BW40 (HT/VHT),,,,,,,,,,,,,,,,,,,BW80 (HT/VHT),,,,,,,,,,,,,,,,,,,BW160 (HT/VHT),,,,,,,,,,,,,,,,,,,RU26,,,,,,,,,,,,,,,,,,,,RU52,,,,,,,,,,,,,,,,,,,,RU106,,,,,,,,,,,,,,,,,,,
,BF OFF,,,,BF OFF,,,,BF ON,,,BF OFF,,,,,,,,,,BF ON,,,,,,,,,BF OFF,,,,,,,,,,BF ON,,,,,,,,,BF OFF,,,,,,,,,,BF ON,,,,,,,,,BF OFF,,,,,,,,,,BF ON,,,,,,,,,BF OFF,,,,,,,,,,BF ON,,,,,,,,,,BF OFF,,,,,,,,,,BF ON,,,,,,,,,,BF OFF,,,,,,,,,,BF ON,,,,,,,,,
Ch10,13,13,13,13,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,12,12,12,15,12,12,12,12,12,15,15,15,15,15,15,15,15,15,15,12,12,12,15,12,12,12,12,12,15,15,15,15,15,15,15,15,15,15,12,12,12,15,12,12,12,12,12,15,15,15,15,15,15,15,15,15,15,12,12,12,15,12,12,12,12,12,15,15,15,15,15,15,15,15,15,15,12,12,12,12,15,12,12,12,12,12,15,15,15,15,15,15,15,15,15,15,12,12,12,12,15,12,12,12,12,12,15,15,15,15,15,15,15,15,15,15,12,12,12,12,15,12,12,12,12,12
Ch11,13,13,13,13,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,12,12,12,15,12,12,12,12,12,15,15,15,15,15,15,15,15,15,15,12,12,12,15,12,12,12,12,12,15,15,15,15,15,15,15,15,15,15,12,12,12,15,12,12,12,12,12,15,15,15,15,15,15,15,15,15,15,12,12,12,15,12,12,12,12,12,15,15,15,15,15,15,15,15,15,15,12,12,12,12,15,12,12,12,12,12,15,15,15,15,15,15,15,15,15,15,12,12,12,12,15,12,12,12,12,12,15,15,15,15,15,15,15,15,15,15,12,12,12,12,15,12,12,12,12,12
Ch12,13,13,13,13,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,12,12,12,15,12,12,12,12,12,15,15,15,15,15,15,15,15,15,15,12,12,12,15,12,12,12,12,12,15,15,15,15,15,15,15,15,15,15,12,12,12,15,12,12,12,12,12,15,15,15,15,15,15,15,15,15,15,12,12,12,15,12,12,12,12,12,15,15,15,15,15,15,15,15,15,15,12,12,12,12,15,12,12,12,12,12,15,15,15,15,15,15,15,15,15,15,12,12,12,12,15,12,12,12,12,12,15,15,15,15,15,15,15,15,15,15,12,12,12,12,15,12,12,12,12,12
Ch13,13,13,13,13,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,12,12,12,15,12,12,12,12,12,15,15,15,15,15,15,15,15,15,15,12,12,12,15,12,12,12,12,12,15,15,15,15,15,15,15,15,15,15,12,12,12,15,12,12,12,12,12,15,15,15,15,15,15,15,15,15,15,12,12,12,15,12,12,12,12,12,15,15,15,15,15,15,15,15,15,15,12,12,12,12,15,12,12,12,12,12,15,15,15,15,15,15,15,15,15,15,12,12,12,12,15,12,12,12,12,12,15,15,15,15,15,15,15,15,15,15,12,12,12,12,15,12,12,12,12,12
Ch14,13,13,13,13,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,12,12,12,15,12,12,12,12,12,15,15,15,15,15,15,15,15,15,15,12,12,12,15,12,12,12,12,12,15,15,15,15,15,15,15,15,15,15,12,12,12,15,12,12,12,12,12,15,15,15,15,15,15,15,15,15,15,12,12,12,15,12,12,12,12,12,15,15,15,15,15,15,15,15,15,15,12,12,12,12,15,12,12,12,12,12,15,15,15,15,15,15,15,15,15,15,12,12,12,12,15,12,12,12,12,12,15,15,15,15,15,15,15,15,15,15,12,12,12,12,15,12,12,12,12,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# 5G Channel,CCK,,,,OFDM,,,,,,,BW20 (HT/VHT),,,,,,,,,,,,,,,,,,,BW40 (HT/VHT),,,,,,,,,,,,,,,,,,,BW80 (HT/VHT),,,,,,,,,,,,,,,,,,,BW160 (HT/VHT),,,,,,,,,,,,,,,,,,,RU26,,,,,,,,,,,,,,,,,,,,RU52,,,,,,,,,,,,,,,,,,,,RU106,,,,,,,,,,,,,,,,,,,
,BF OFF,,,,BF OFF,,,,BF ON,,,BF OFF,,,,,,,,,,BF ON,,,,,,,,,BF OFF,,,,,,,,,,BF ON,,,,,,,,,BF OFF,,,,,,,,,,BF ON,,,,,,,,,BF OFF,,,,,,,,,,BF ON,,,,,,,,,BF OFF,,,,,,,,,,BF ON,,,,,,,,,,BF OFF,,,,,,,,,,BF ON,,,,,,,,,,BF OFF,,,,,,,,,,BF ON,,,,,,,,,
Band: 5G,1T1ss,2T1ss,3T1ss,4T1ss,1T1ss,2T1ss,3T1ss,4T1ss,2T1ss,3T1ss,4T1ss,1T1ss,2T1ss,3T1ss,4T1ss,2T2ss,3T2ss,4T2ss,3T3ss,4T3ss,4T4ss,2T1ss,3T1ss,4T1ss,2T2ss,3T2ss,4T2ss,3T3ss,4T3ss,4T4ss,1T1ss,2T1ss,3T1ss,4T1ss,2T2ss,3T2ss,4T2ss,3T3ss,4T3ss,4T4ss,2T1ss,3T1ss,4T1ss,2T2ss,3T2ss,4T2ss,3T3ss,4T3ss,4T4ss,1T1ss,2T1ss,3T1ss,4T1ss,2T2ss,3T2ss,4T2ss,3T3ss,4T3ss,4T4ss,2T1ss,3T1ss,4T1ss,2T2ss,3T2ss,4T2ss,3T3ss,4T3ss,4T4ss,1T1ss,2T1ss,3T1ss,4T1ss,2T2ss,3T2ss,4T2ss,3T3ss,4T3ss,4T4ss,2T1ss,3T1ss,4T1ss,2T2ss,3T2ss,4T2ss,3T3ss,4T3ss,4T4ss,1T1ss,2T1ss,3T1ss,4T1ss,2T2ss,3T2ss,4T2ss,3T3ss,4T3ss,4T4ss,1T1ss,2T1ss,3T1ss,4T1ss,2T2ss,3T2ss,4T2ss,3T3ss,4T3ss,4T4ss,1T1ss,2T1ss,3T1ss,4T1ss,2T2ss,3T2ss,4T2ss,3T3ss,4T3ss,4T4ss,1T1ss,2T1ss,3T1ss,4T1ss,2T2ss,3T2ss,4T2ss,3T3ss,4T3ss,4T4ss,1T1ss,2T1ss,3T1ss,4T1ss,2T2ss,3T2ss,4T2ss,3T3ss,4T3ss,4T4ss,1T1ss,2T1ss,3T1ss,4T1ss,2T2ss,3T2ss,4T2ss,3T3ss,4T3ss,4T4ss
Ch184,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Ch188,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Ch192,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Ch196,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Ch8,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Ch12,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Ch16,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Ch36,60,60,60,60,14,14,14,14,14,14,14,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,11.5,11.5,11.5,14.5,11.5,11.5,11.5,11.5,11.5,17,17,17,17,17,17,17,17,17,17,14,14,14,17,14,14,14,14,14,17,17,17,17,17,17,17,17,17,17,14,14,14,17,14,14,14,14,14,17,17,17,17,17,17,17,17,17,17,14,14,14,17,14,14,14,14,14,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,11.5,11.5,11.5,11.5,14.5,11.5,11.5,11.5,11.5,11.5,17,17,17,17,17,17,17,17,17,17,14,14,14,14,17,14,14,14,14,14,17,17,17,17,17,17,17,17,17,17,14,14,14,14,17,14,14,14,14,14
Ch40,60,60,60,60,14,14,14,14,14,14,14,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,11.5,11.5,11.5,14.5,11.5,11.5,11.5,11.5,11.5,17,17,17,17,17,17,17,17,17,17,14,14,14,17,14,14,14,14,14,17,17,17,17,17,17,17,17,17,17,14,14,14,17,14,14,14,14,14,17,17,17,17,17,17,17,17,17,17,14,14,14,17,14,14,14,14,14,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,11.5,11.5,11.5,11.5,14.5,11.5,11.5,11.5,11.5,11.5,17,17,17,17,17,17,17,17,17,17,14,14,14,14,17,14,14,14,14,14,17,17,17,17,17,17,17,17,17,17,14,14,14,14,17,14,14,14,14,14
Ch44,60,60,60,60,14,14,14,14,14,14,14,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,11.5,11.5,11.5,14.5,11.5,11.5,11.5,11.5,11.5,17,17,17,17,17,17,17,17,17,17,14,14,14,17,14,14,14,14,14,17,17,17,17,17,17,17,17,17,17,14,14,14,17,14,14,14,14,14,17,17,17,17,17,17,17,17,17,17,14,14,14,17,14,14,14,14,14,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,11.5,11.5,11.5,11.5,14.5,11.5,11.5,11.5,11.5,11.5,17,17,17,17,17,17,17,17,17,17,14,14,14,14,17,14,14,14,14,14,17,17,17,17,17,17,17,17,17,17,14,14,14,14,17,14,14,14,14,14
Ch48,60,60,60,60,14,14,14,14,14,14,14,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,11.5,11.5,11.5,14.5,11.5,11.5,11.5,11.5,11.5,17,17,17,17,17,17,17,17,17,17,14,14,14,17,14,14,14,14,14,17,17,17,17,17,17,17,17,17,17,14,14,14,17,14,14,14,14,14,17,17,17,17,17,17,17,17,17,17,14,14,14,17,14,14,14,14,14,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,11.5,11.5,11.5,11.5,14.5,11.5,11.5,11.5,11.5,11.5,17,17,17,17,17,17,17,17,17,17,14,14,14,14,17,14,14,14,14,14,17,17,17,17,17,17,17,17,17,17,14,14,14,14,17,14,14,14,14,14
Ch52,60,60,60,60,14,14,14,14,14,14,14,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,11.5,11.5,11.5,14.5,11.5,11.5,11.5,11.5,11.5,17,17,17,17,17,17,17,17,17,17,14,14,14,17,14,14,14,14,14,17,17,17,17,17,17,17,17,17,17,14,14,14,17,14,14,14,14,14,17,17,17,17,17,17,17,17,17,17,14,14,14,17,14,14,14,14,14,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,11.5,11.5,11.5,11.5,14.5,11.5,11.5,11.5,11.5,11.5,17,17,17,17,17,17,17,17,17,17,14,14,14,14,17,14,14,14,14,14,17,17,17,17,17,17,17,17,17,17,14,14,14,14,17,14,14,14,14,14
Ch56,60,60,60,60,14,14,14,14,14,14,14,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,11.5,11.5,11.5,14.5,11.5,11.5,11.5,11.5,11.5,17,17,17,17,17,17,17,17,17,17,14,14,14,17,14,14,14,14,14,17,17,17,17,17,17,17,17,17,17,14,14,14,17,14,14,14,14,14,17,17,17,17,17,17,17,17,17,17,14,14,14,17,14,14,14,14,14,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,11.5,11.5,11.5,11.5,14.5,11.5,11.5,11.5,11.5,11.5,17,17,17,17,17,17,17,17,17,17,14,14,14,14,17,14,14,14,14,14,17,17,17,17,17,17,17,17,17,17,14,14,14,14,17,14,14,14,14,14
Ch60,60,60,60,60,14,14,14,14,14,14,14,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,11.5,11.5,11.5,14.5,11.5,11.5,11.5,11.5,11.5,17,17,17,17,17,17,17,17,17,17,14,14,14,17,14,14,14,14,14,17,17,17,17,17,17,17,17,17,17,14,14,14,17,14,14,14,14,14,17,17,17,17,17,17,17,17,17,17,14,14,14,17,14,14,14,14,14,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,11.5,11.5,11.5,11.5,14.5,11.5,11.5,11.5,11.5,11.5,17,17,17,17,17,17,17,17,17,17,14,14,14,14,17,14,14,14,14,14,17,17,17,17,17,17,17,17,17,17,14,14,14,14,17,14,14,14,14,14
Ch64,60,60,60,60,14,14,14,14,14,14,14,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,11.5,11.5,11.5,14.5,11.5,11.5,11.5,11.5,11.5,17,17,17,17,17,17,17,17,17,17,14,14,14,17,14,14,14,14,14,17,17,17,17,17,17,17,17,17,17,14,14,14,17,14,14,14,14,14,17,17,17,17,17,17,17,17,17,17,14,14,14,17,14,14,14,14,14,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,11.5,11.5,11.5,11.5,14.5,11.5,11.5,11.5,11.5,11.5,17,17,17,17,17,17,17,17,17,17,14,14,14,14,17,14,14,14,14,14,17,17,17,17,17,17,17,17,17,17,14,14,14,14,17,14,14,14,14,14
Ch68,60,60,60,60,21,21,21,21,21,21,21,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,18.5,18.5,18.5,21.5,18.5,18.5,18.5,18.5,18.5,21,21,21,21,21,21,21,21,21,21,18,18,18,21,18,18,18,18,18,21,21,21,21,21,21,21,21,21,21,18,18,18,21,18,18,18,18,18,21,21,21,21,21,21,21,21,21,21,18,18,18,21,18,18,18,18,18,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,18.5,18.5,18.5,18.5,21.5,18.5,18.5,18.5,18.5,18.5,21,21,21,21,21,21,21,21,21,21,18,18,18,18,21,18,18,18,18,18,21,21,21,21,21,21,21,21,21,21,18,18,18,18,21,18,18,18,18,18
Ch72,60,60,60,60,21,21,21,21,21,21,21,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,18.5,18.5,18.5,21.5,18.5,18.5,18.5,18.5,18.5,21,21,21,21,21,21,21,21,21,21,18,18,18,21,18,18,18,18,18,21,21,21,21,21,21,21,21,21,21,18,18,18,21,18,18,18,18,18,21,21,21,21,21,21,21,21,21,21,18,18,18,21,18,18,18,18,18,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,18.5,18.5,18.5,18.5,21.5,18.5,18.5,18.5,18.5,18.5,21,21,21,21,21,21,21,21,21,21,18,18,18,18,21,18,18,18,18,18,21,21,21,21,21,21,21,21,21,21,18,18,18,18,21,18,18,18,18,18
